id,code,province,date,avg_temp,min_temp,max_temp,avg_relative_humidity
22605,60000,Gyeongsangbuk-do,11/13/2019,11.3,5.6,15.9,56.5
22606,61000,Gyeongsangnam-do,11/13/2019,11.7,6.9,15.6,61
22607,70000,Jeju-do,11/13/2019,15,11.8,18.3,67.8
22608,10000,Seoul,11/14/2019,1.3,-2.5,5,30.6
22609,11000,Busan,11/14/2019,7.6,4.8,14.4,33.3
22610,12000,Daegu,11/14/2019,4.6,0.2,10.5,38.5
22611,13000,Gwangju,11/14/2019,5.9,2.9,10.1,52.3
22612,14000,Incheon,11/14/2019,2.1,-1.1,5,39.5
22613,15000,Daejeon,11/14/2019,2.9,-0.2,7.7,46.3
22614,16000,Ulsan,11/14/2019,5.4,0.5,13,36.1
22615,20000,Gyeonggi-do,11/14/2019,1.9,-1.1,4.9,48.3
22616,30000,Gangwon-do,11/14/2019,4.6,1.9,8.6,19.1
22617,40000,Chungcheongbuk-do,11/14/2019,1.1,-3.6,6,42.1
22618,41000,Chungcheongnam-do,11/14/2019,3.1,-1.4,7.3,52.1
22619,50000,Jeollabuk-do,11/14/2019,4.5,1.9,8.6,44.8
22620,51000,Jeollanam-do,11/14/2019,7.8,5.9,12.4,44.4
22621,60000,Gyeongsangbuk-do,11/14/2019,4.6,0.9,10.7,28.6
22622,61000,Gyeongsangnam-do,11/14/2019,5.7,2.2,13.4,39
22623,70000,Jeju-do,11/14/2019,11.2,7.9,14.5,50.8
22624,10000,Seoul,11/15/2019,5.6,1.4,7.6,87.4
22625,11000,Busan,11/15/2019,11.2,5.6,16.4,47.1
22626,12000,Daegu,11/15/2019,7,-1.9,16.2,60.6
22627,13000,Gwangju,11/15/2019,9.1,0.8,17.3,66.8
22628,14000,Incheon,11/15/2019,7.3,2.6,9.9,85.6
22629,15000,Daejeon,11/15/2019,9.6,-1.3,17.1,69.8
22630,16000,Ulsan,11/15/2019,10,0,17.6,48.1
22631,20000,Gyeonggi-do,11/15/2019,7,0.5,10.9,88.9
22632,30000,Gangwon-do,11/15/2019,8.7,4,11.5,61.1
22633,40000,Chungcheongbuk-do,11/15/2019,4.3,-4.1,9.1,84.6
22634,41000,Chungcheongnam-do,11/15/2019,11,-1.2,17.7,77.1
22635,50000,Jeollabuk-do,11/15/2019,10.4,1,17,59
22636,51000,Jeollanam-do,11/15/2019,11.1,5.7,15.9,55.8
22637,60000,Gyeongsangbuk-do,11/15/2019,9.5,0.7,17.5,48
22638,61000,Gyeongsangnam-do,11/15/2019,8.5,0.6,15.7,53.6
22639,70000,Jeju-do,11/15/2019,12.1,7,17.2,50.8
22640,10000,Seoul,11/16/2019,6.8,3.8,12.7,81.3
22641,11000,Busan,11/16/2019,15.1,11.1,19.8,65.8
22642,12000,Daegu,11/16/2019,11.8,4.9,19.7,76
22643,13000,Gwangju,11/16/2019,13.4,7.4,20.2,79.5
22644,14000,Incheon,11/16/2019,7.3,3.8,11.6,79.8
22645,15000,Daejeon,11/16/2019,13,8.3,18.9,81.3
22646,16000,Ulsan,11/16/2019,13.9,7.8,20.5,70.9
22647,20000,Gyeonggi-do,11/16/2019,7.8,3.7,14.7,90.8
22648,30000,Gangwon-do,11/16/2019,10.9,7.1,16.9,55.3
22649,40000,Chungcheongbuk-do,11/16/2019,8.1,3.2,13.6,92.8
22650,41000,Chungcheongnam-do,11/16/2019,8.5,5.1,14.1,92.4
22651,50000,Jeollabuk-do,11/16/2019,13.7,10.4,19,72.8
22652,51000,Jeollanam-do,11/16/2019,14.3,10.3,18.8,76.1
22653,60000,Gyeongsangbuk-do,11/16/2019,10.2,5.1,17.5,79.8
22654,61000,Gyeongsangnam-do,11/16/2019,12.9,6.9,20.1,73.6
22655,70000,Jeju-do,11/16/2019,16,10.6,21.3,61.1
22656,10000,Seoul,11/17/2019,8.3,5.6,10.5,79.4
22657,11000,Busan,11/17/2019,16.3,12.3,19.1,79.5
22658,12000,Daegu,11/17/2019,10.5,6.4,15.1,90.8
22659,13000,Gwangju,11/17/2019,16.2,10.8,20.1,86.3
22660,14000,Incheon,11/17/2019,9.7,7.9,13.8,84.8
22661,15000,Daejeon,11/17/2019,9.8,6.3,12.9,96
22662,16000,Ulsan,11/17/2019,15,9,18.7,85.1
22663,20000,Gyeonggi-do,11/17/2019,9.2,4,12.4,94
22664,30000,Gangwon-do,11/17/2019,11,8.7,14.6,65.1
22665,40000,Chungcheongbuk-do,11/17/2019,9,4.4,15.8,94
22666,41000,Chungcheongnam-do,11/17/2019,10.6,4.8,14.5,95.5
22667,50000,Jeollabuk-do,11/17/2019,15.5,10.2,20.1,79.5
22668,51000,Jeollanam-do,11/17/2019,16.9,13.6,20.2,82.6
22669,60000,Gyeongsangbuk-do,11/17/2019,9.9,5.6,12.6,92.6
22670,61000,Gyeongsangnam-do,11/17/2019,14.6,10.2,18.7,80.6
22671,70000,Jeju-do,11/17/2019,20.1,14.9,24.3,63.8
22672,10000,Seoul,11/18/2019,4.6,0.4,12.7,59.8
22673,11000,Busan,11/18/2019,13.2,6.7,19.5,61.8
22674,12000,Daegu,11/18/2019,11,4.9,20.6,60.3
22675,13000,Gwangju,11/18/2019,9.8,6.2,19.5,71
22676,14000,Incheon,11/18/2019,4.8,1.4,13.7,66.3
22677,15000,Daejeon,11/18/2019,7.7,3.1,13.8,76.1
22678,16000,Ulsan,11/18/2019,12.3,6,19.4,64.6
22679,20000,Gyeonggi-do,11/18/2019,5.4,1.1,13.9,72.3
22680,30000,Gangwon-do,11/18/2019,9.3,2.8,15.7,43.4
22681,40000,Chungcheongbuk-do,11/18/2019,6.6,-0.1,13.3,64.8
22682,41000,Chungcheongnam-do,11/18/2019,6.7,2.5,14.1,71.5
22683,50000,Jeollabuk-do,11/18/2019,8.4,4.3,17.2,74.3
22684,51000,Jeollanam-do,11/18/2019,11.5,6.1,20.3,64.8
22685,60000,Gyeongsangbuk-do,11/18/2019,10.6,3.7,17.1,56
22686,61000,Gyeongsangnam-do,11/18/2019,12.2,5.6,19.6,57.6
22687,70000,Jeju-do,11/18/2019,13.7,11.2,22.7,72.4
22688,10000,Seoul,11/19/2019,0.2,-3.5,4,48
22689,11000,Busan,11/19/2019,6.7,3.8,10.8,46.8
22690,12000,Daegu,11/19/2019,5.1,2.8,8.2,53.3
22691,13000,Gwangju,11/19/2019,6.3,4.3,8.7,62.5
22692,14000,Incheon,11/19/2019,0.7,-2.5,3.9,56.8
22693,15000,Daejeon,11/19/2019,2.6,-0.2,5.8,73.5
22694,16000,Ulsan,11/19/2019,5.3,2.9,8.8,49.5
22695,20000,Gyeonggi-do,11/19/2019,1.5,-2,5.4,63.4
22696,30000,Gangwon-do,11/19/2019,3.3,0.7,6.7,33.3
22697,40000,Chungcheongbuk-do,11/19/2019,1.3,-2.8,5.6,59.3
22698,41000,Chungcheongnam-do,11/19/2019,2.2,-0.8,4,74.5
22699,50000,Jeollabuk-do,11/19/2019,4.5,2.5,7.6,69.3
22700,51000,Jeollanam-do,11/19/2019,6.9,4.9,8.9,55.6
22701,60000,Gyeongsangbuk-do,11/19/2019,4.1,1.8,7.7,46.4
22702,61000,Gyeongsangnam-do,11/19/2019,5.6,2.9,9.4,49
22703,70000,Jeju-do,11/19/2019,10.6,9.9,12.3,52.4
22704,10000,Seoul,11/20/2019,0.5,-4.6,6.3,35.5
22705,11000,Busan,11/20/2019,6.2,2,12.4,38.3
22706,12000,Daegu,11/20/2019,4.3,0.4,10.4,45.9
22707,13000,Gwangju,11/20/2019,4.9,1.4,10.6,53.8
22708,14000,Incheon,11/20/2019,1.1,-2.7,5.1,38.4
22709,15000,Daejeon,11/20/2019,2,-2.4,8.4,60.9
22710,16000,Ulsan,11/20/2019,4.7,0,10.3,39.5
22711,20000,Gyeonggi-do,11/20/2019,0.6,-3.9,6.5,59.4
22712,30000,Gangwon-do,11/20/2019,4.5,0.6,9.8,32.5
22713,40000,Chungcheongbuk-do,11/20/2019,-1,-5.9,6.5,67.5
22714,41000,Chungcheongnam-do,11/20/2019,1.2,-2.3,6.7,63.1
22715,50000,Jeollabuk-do,11/20/2019,3.3,-0.5,7.8,54
22716,51000,Jeollanam-do,11/20/2019,7.1,3.6,11.3,52.9
22717,60000,Gyeongsangbuk-do,11/20/2019,4,0,10.6,37.4
22718,61000,Gyeongsangnam-do,11/20/2019,4.7,0.9,10,40.6
22719,70000,Jeju-do,11/20/2019,9.9,7.8,12.5,57
22720,10000,Seoul,11/21/2019,4.2,-2.3,9,37.4
22721,11000,Busan,11/21/2019,10.6,4,16.3,49
22722,12000,Daegu,11/21/2019,6,-2.6,13.8,51.4
22723,13000,Gwangju,11/21/2019,8.1,0.1,15.5,42.5
22724,14000,Incheon,11/21/2019,5.7,0.1,9.4,37.3
22725,15000,Daejeon,11/21/2019,4.3,-2.6,11,62.9
22726,16000,Ulsan,11/21/2019,8.5,0.9,14.6,50.1
22727,20000,Gyeonggi-do,11/21/2019,4.8,-3.2,9.9,56
22728,30000,Gangwon-do,11/21/2019,7.1,2.6,12.8,40.6
22729,40000,Chungcheongbuk-do,11/21/2019,1.1,-5.7,8.6,70.3
22730,41000,Chungcheongnam-do,11/21/2019,4.6,-2.7,9.6,48.6
22731,50000,Jeollabuk-do,11/21/2019,6,-1.5,12.7,49.5
22732,51000,Jeollanam-do,11/21/2019,10,6.2,13,45.1
22733,60000,Gyeongsangbuk-do,11/21/2019,6.6,-1.4,14.6,52.3
22734,61000,Gyeongsangnam-do,11/21/2019,7.6,0.2,13.6,44.4
22735,70000,Jeju-do,11/21/2019,13.1,7.8,17.1,65.9
22736,10000,Seoul,11/22/2019,9.7,3,17.3,34.1
22737,11000,Busan,11/22/2019,14.5,10.1,20.3,64.3
22738,12000,Daegu,11/22/2019,9.8,2.5,17.6,72.4
22739,13000,Gwangju,11/22/2019,12.5,6.6,19.1,58.3
22740,14000,Incheon,11/22/2019,10.8,4.5,15.9,38.1
22741,15000,Daejeon,11/22/2019,9.9,3,18.1,62.8
22742,16000,Ulsan,11/22/2019,12.1,6,17.8,73
22743,20000,Gyeonggi-do,11/22/2019,9.8,2.4,16.7,54.4
22744,30000,Gangwon-do,11/22/2019,10.7,5.9,16.7,46.5
22745,40000,Chungcheongbuk-do,11/22/2019,6.5,-0.4,16.8,73
22746,41000,Chungcheongnam-do,11/22/2019,9.2,2.2,17,54.3
22747,50000,Jeollabuk-do,11/22/2019,11,4.4,18.3,55.5
22748,51000,Jeollanam-do,11/22/2019,13.6,10.5,16.8,64.9
22749,60000,Gyeongsangbuk-do,11/22/2019,10.1,3.4,18.9,78.1
22750,61000,Gyeongsangnam-do,11/22/2019,11.3,5.7,17.8,60.9
22751,70000,Jeju-do,11/22/2019,17.1,13.5,21.8,76.4
22752,10000,Seoul,11/23/2019,12.1,7.7,17.7,52
22753,11000,Busan,11/23/2019,15.5,12.2,20.5,67.6
22754,12000,Daegu,11/23/2019,10.9,4.3,18.3,80
22755,13000,Gwangju,11/23/2019,14.2,7.9,20.7,68.6
22756,14000,Incheon,11/23/2019,12.7,9.3,16.9,61.9
22757,15000,Daejeon,11/23/2019,11.4,4.7,18.8,76.3
22758,16000,Ulsan,11/23/2019,12.9,9.1,18.4,79.9
22759,20000,Gyeonggi-do,11/23/2019,11.8,7,17.9,72.5
22760,30000,Gangwon-do,11/23/2019,12.3,6.7,19.5,59.3
22761,40000,Chungcheongbuk-do,11/23/2019,7.6,0.8,16.6,83.1
22762,41000,Chungcheongnam-do,11/23/2019,10.7,5.4,18.3,78.6
22763,50000,Jeollabuk-do,11/23/2019,13.6,7.3,21.8,63
22764,51000,Jeollanam-do,11/23/2019,14.9,11.9,18.7,71.4
22765,60000,Gyeongsangbuk-do,11/23/2019,11.5,7.5,19.5,81.6
22766,61000,Gyeongsangnam-do,11/23/2019,13,8.2,18.7,72.5
22767,70000,Jeju-do,11/23/2019,18.1,14.5,21.7,74.4
22768,10000,Seoul,11/24/2019,9.8,4.6,15.6,74.6
22769,11000,Busan,11/24/2019,16,13.4,18.9,86.3
22770,12000,Daegu,11/24/2019,13.9,9.3,20.2,74.5
22771,13000,Gwangju,11/24/2019,15.1,10.7,21.8,76.4
22772,14000,Incheon,11/24/2019,10.5,3.9,16.8,75.9
22773,15000,Daejeon,11/24/2019,12.8,7.3,21.2,79.3
22774,16000,Ulsan,11/24/2019,15.3,10.9,21.2,82.4
22775,20000,Gyeonggi-do,11/24/2019,10.1,5.6,17.9,88.5
22776,30000,Gangwon-do,11/24/2019,16.1,10.6,23.8,53.5
22777,40000,Chungcheongbuk-do,11/24/2019,11.2,4,18.6,78.4
22778,41000,Chungcheongnam-do,11/24/2019,9.9,5.7,18.4,86.3
22779,50000,Jeollabuk-do,11/24/2019,13.8,9.6,20.6,74.5
22780,51000,Jeollanam-do,11/24/2019,15.7,13.3,19.5,84.5
22781,60000,Gyeongsangbuk-do,11/24/2019,16.2,8,21.7,63.3
22782,61000,Gyeongsangnam-do,11/24/2019,14,11.5,18.2,84.1
22783,70000,Jeju-do,11/24/2019,17.3,13.7,19.5,91.4
22784,10000,Seoul,11/25/2019,1.9,-1.2,6,62.1
22785,11000,Busan,11/25/2019,11.6,9.5,16.6,65
22786,12000,Daegu,11/25/2019,8.7,6.7,13.7,64.1
22787,13000,Gwangju,11/25/2019,5.6,3.7,10.7,59.8
22788,14000,Incheon,11/25/2019,1.4,-2,4,62.1
22789,15000,Daejeon,11/25/2019,3.6,1.7,9.4,70.8
22790,16000,Ulsan,11/25/2019,9.3,8,15.8,82.5
22791,20000,Gyeonggi-do,11/25/2019,1.8,-1.1,5.6,75.5
22792,30000,Gangwon-do,11/25/2019,6.5,4.6,13.8,86.9
22793,40000,Chungcheongbuk-do,11/25/2019,3.1,-0.7,8.6,77.6
22794,41000,Chungcheongnam-do,11/25/2019,2.5,1,5.7,71.6
22795,50000,Jeollabuk-do,11/25/2019,4.3,2.8,9.6,66.9
22796,51000,Jeollanam-do,11/25/2019,10,7.2,13.3,59.6
22797,60000,Gyeongsangbuk-do,11/25/2019,8.3,6.1,15.2,85.6
22798,61000,Gyeongsangnam-do,11/25/2019,10,8.2,15.7,57.3
22799,70000,Jeju-do,11/25/2019,10.1,9.2,13.9,64.6
22800,10000,Seoul,11/26/2019,6.6,1.2,13.7,64
22801,11000,Busan,11/26/2019,11.4,8.8,16.7,62.8
22802,12000,Daegu,11/26/2019,9.8,6.7,14.3,65.9
22803,13000,Gwangju,11/26/2019,8.9,2.9,14.2,69.9
22804,14000,Incheon,11/26/2019,6.2,1.6,11.8,68.8
22805,15000,Daejeon,11/26/2019,7.7,0.3,15.8,74.5
22806,16000,Ulsan,11/26/2019,9.5,6.3,12.9,73.3
22807,20000,Gyeonggi-do,11/26/2019,6.4,-0.9,13.2,81.4
22808,30000,Gangwon-do,11/26/2019,7.5,3.1,13.4,70.4
22809,40000,Chungcheongbuk-do,11/26/2019,4.7,-2.1,13.3,79.6
22810,41000,Chungcheongnam-do,11/26/2019,7.2,0.1,13.6,70.9
22811,50000,Jeollabuk-do,11/26/2019,8.1,1.4,14.9,70.5
22812,51000,Jeollanam-do,11/26/2019,11.8,9.7,14,63.9
22813,60000,Gyeongsangbuk-do,11/26/2019,6.9,3.2,11.7,91.8
22814,61000,Gyeongsangnam-do,11/26/2019,10.3,7,14.7,58.9
22815,70000,Jeju-do,11/26/2019,13.5,9.7,15.3,77.8
22816,10000,Seoul,11/27/2019,3.1,0.3,6.8,50.8
22817,11000,Busan,11/27/2019,10.1,8.8,11.7,60.9
22818,12000,Daegu,11/27/2019,7.3,4.3,10.4,58.9
22819,13000,Gwangju,11/27/2019,7.7,4,10.2,63
22820,14000,Incheon,11/27/2019,2.9,0,5.6,51.5
22821,15000,Daejeon,11/27/2019,5.8,1.6,8.8,56.8
22822,16000,Ulsan,11/27/2019,8.3,5.1,11.7,68.3
22823,20000,Gyeonggi-do,11/27/2019,3.6,0.2,7,63.3
22824,30000,Gangwon-do,11/27/2019,8.2,5.1,12.1,61.4
22825,40000,Chungcheongbuk-do,11/27/2019,4.5,-0.9,7.5,66.3
22826,41000,Chungcheongnam-do,11/27/2019,4.4,1.1,8.2,59.3
22827,50000,Jeollabuk-do,11/27/2019,6.3,2.2,9.5,59.9
22828,51000,Jeollanam-do,11/27/2019,9.7,7.5,11.9,58.5
22829,60000,Gyeongsangbuk-do,11/27/2019,7.3,3,13.5,75.4
22830,61000,Gyeongsangnam-do,11/27/2019,8.5,6.9,10.5,55.4
22831,70000,Jeju-do,11/27/2019,11.1,9.3,14.8,74.6
22832,10000,Seoul,11/28/2019,3.5,-0.6,10.4,52.4
22833,11000,Busan,11/28/2019,9,6.3,12.9,69
22834,12000,Daegu,11/28/2019,5.6,2.2,9.6,72.9
22835,13000,Gwangju,11/28/2019,6.2,1.6,13,60.4
22836,14000,Incheon,11/28/2019,2.8,-0.7,8,54.9
22837,15000,Daejeon,11/28/2019,4.6,-1,12.7,68.6
22838,16000,Ulsan,11/28/2019,7,3.6,9.7,92.6
22839,20000,Gyeonggi-do,11/28/2019,3.8,-1.8,10.6,69.6
22840,30000,Gangwon-do,11/28/2019,3.9,2.4,5.2,90.1
22841,40000,Chungcheongbuk-do,11/28/2019,3,-2.9,10.6,75.5
22842,41000,Chungcheongnam-do,11/28/2019,3.3,-1.3,10.2,71.9
22843,50000,Jeollabuk-do,11/28/2019,4.8,-0.1,10.8,66.3
22844,51000,Jeollanam-do,11/28/2019,10.1,8.1,12.9,59.4
22845,60000,Gyeongsangbuk-do,11/28/2019,5.6,2.6,7.6,94.5
22846,61000,Gyeongsangnam-do,11/28/2019,7.9,5.2,11.2,61.8
22847,70000,Jeju-do,11/28/2019,10.8,8.8,14,64.9
22848,10000,Seoul,11/29/2019,1.5,-3.4,6.9,42.8
22849,11000,Busan,11/29/2019,8.4,5,14,40.4
22850,12000,Daegu,11/29/2019,5.1,-1,11.4,56.4
22851,13000,Gwangju,11/29/2019,5.6,1.9,11.3,46.9
22852,14000,Incheon,11/29/2019,2,-1.4,5.9,42.5
22853,15000,Daejeon,11/29/2019,2.9,-1.6,9.7,60.6
22854,16000,Ulsan,11/29/2019,6.5,2.9,11.7,55
22855,20000,Gyeonggi-do,11/29/2019,1.9,-3.5,8,57.8
22856,30000,Gangwon-do,11/29/2019,4.8,1.7,8.5,68.1
22857,40000,Chungcheongbuk-do,11/29/2019,0.3,-4,7.8,74.8
22858,41000,Chungcheongnam-do,11/29/2019,2,-3,8.2,58.5
22859,50000,Jeollabuk-do,11/29/2019,3.6,-0.9,9.1,61.5
22860,51000,Jeollanam-do,11/29/2019,8,4.7,12.7,50.6
22861,60000,Gyeongsangbuk-do,11/29/2019,5.8,0.9,12.1,68.8
22862,61000,Gyeongsangnam-do,11/29/2019,6.5,3,11.6,41.1
22863,70000,Jeju-do,11/29/2019,9.7,6.9,12.6,54.5
22864,10000,Seoul,11/30/2019,4.1,-1.4,9.3,42.6
22865,11000,Busan,11/30/2019,11.1,6.5,15.7,58.8
22866,12000,Daegu,11/30/2019,6,-0.2,13.3,61.8
22867,13000,Gwangju,11/30/2019,7.3,0.2,15.7,51
22868,14000,Incheon,11/30/2019,4.6,0.6,8.1,54
22869,15000,Daejeon,11/30/2019,4.9,-2.5,13,60.3
22870,16000,Ulsan,11/30/2019,7.9,5.2,12.3,83.6
22871,20000,Gyeonggi-do,11/30/2019,4,-3.2,10.4,62.6
22872,30000,Gangwon-do,11/30/2019,8.4,2.7,14.4,53.5
22873,40000,Chungcheongbuk-do,11/30/2019,2.9,-4,12.1,66.6
22874,41000,Chungcheongnam-do,11/30/2019,4.2,-3.1,11.2,66.6
22875,50000,Jeollabuk-do,11/30/2019,6.3,-0.8,13.3,49.4
22876,51000,Jeollanam-do,11/30/2019,10.7,6.3,15.7,51.5
22877,60000,Gyeongsangbuk-do,11/30/2019,8,3.7,14,84.3
22878,61000,Gyeongsangnam-do,11/30/2019,8.3,2.6,14,46.4
22879,70000,Jeju-do,11/30/2019,12.5,6.9,18,59.3
22880,10000,Seoul,12/1/2019,4.6,2.3,6.2,79.4
22881,11000,Busan,12/1/2019,9.5,6.5,12.1,92.9
22882,12000,Daegu,12/1/2019,6.9,5.4,9,81.6
22883,13000,Gwangju,12/1/2019,6.6,5.4,8.4,86.3
22884,14000,Incheon,12/1/2019,5.1,3,7.4,77.5
22885,15000,Daejeon,12/1/2019,6.4,4.7,8.2,82.4
22886,16000,Ulsan,12/1/2019,7.4,6.2,10.7,87.1
22887,20000,Gyeonggi-do,12/1/2019,5.3,3.3,6.8,86.9
22888,30000,Gangwon-do,12/1/2019,8.4,7.5,9.7,58.5
22889,40000,Chungcheongbuk-do,12/1/2019,4.9,1.7,7,83.8
22890,41000,Chungcheongnam-do,12/1/2019,5.8,3.8,7.6,89.5
22891,50000,Jeollabuk-do,12/1/2019,6.3,5.3,7.5,81.1
22892,51000,Jeollanam-do,12/1/2019,9,7.5,12,84
22893,60000,Gyeongsangbuk-do,12/1/2019,7.7,6.4,9.8,74
22894,61000,Gyeongsangnam-do,12/1/2019,6.9,5.5,9.9,84.9
22895,70000,Jeju-do,12/1/2019,12.5,11.1,15.1,87
22896,10000,Seoul,12/2/2019,-0.1,-3.2,2.8,48
22897,11000,Busan,12/2/2019,6.6,2.6,10.5,53.8
22898,12000,Daegu,12/2/2019,4.9,1.3,7.5,54.5
22899,13000,Gwangju,12/2/2019,5.2,3.1,7.3,67.3
22900,14000,Incheon,12/2/2019,0.5,-2.4,3.2,50.4
22901,15000,Daejeon,12/2/2019,2.7,-1.4,7.1,69.6
22902,16000,Ulsan,12/2/2019,5.5,1.5,8.5,54.6
22903,20000,Gyeonggi-do,12/2/2019,0.9,-1.8,4.4,64.3
22904,30000,Gangwon-do,12/2/2019,4.1,-0.8,8.3,38.4
22905,40000,Chungcheongbuk-do,12/2/2019,1.5,-1.5,5.2,56.1
22906,41000,Chungcheongnam-do,12/2/2019,3.2,-0.5,5.6,60.5
22907,50000,Jeollabuk-do,12/2/2019,4.3,1.4,7.9,61
22908,51000,Jeollanam-do,12/2/2019,6,3.6,8.3,60
22909,60000,Gyeongsangbuk-do,12/2/2019,4.5,0.2,7.3,48.4
22910,61000,Gyeongsangnam-do,12/2/2019,5.4,1.6,9.2,53.6
22911,70000,Jeju-do,12/2/2019,9.9,7.4,11.8,62.1
22912,10000,Seoul,12/3/2019,0.5,-5,4.2,61.3
22913,11000,Busan,12/3/2019,4.6,0.3,9.2,52.1
22914,12000,Daegu,12/3/2019,4,-0.2,8.5,56.4
22915,13000,Gwangju,12/3/2019,4.3,0.9,8.9,69.8
22916,14000,Incheon,12/3/2019,1.7,-3.4,4.9,70.3
22917,15000,Daejeon,12/3/2019,2.3,-2.5,6.5,76.3
22918,16000,Ulsan,12/3/2019,3.8,-1.6,9.1,55.1
22919,20000,Gyeonggi-do,12/3/2019,-0.1,-4.5,2.7,93.8
22920,30000,Gangwon-do,12/3/2019,2.4,-2.7,7,45.4
22921,40000,Chungcheongbuk-do,12/3/2019,-0.8,-6.5,3.9,80.5
22922,41000,Chungcheongnam-do,12/3/2019,0.8,-3.5,4,96.3
22923,50000,Jeollabuk-do,12/3/2019,4.3,-0.3,8.1,62.8
22924,51000,Jeollanam-do,12/3/2019,5.4,2,9.2,60.1
22925,60000,Gyeongsangbuk-do,12/3/2019,3.3,-2.6,7.4,52.8
22926,61000,Gyeongsangnam-do,12/3/2019,3.5,-1.5,8.1,53.4
22927,70000,Jeju-do,12/3/2019,9.5,7.5,10.8,52.8
22928,10000,Seoul,12/4/2019,2,-2,7.2,41.6
22929,11000,Busan,12/4/2019,7.2,4.6,11.3,50.5
22930,12000,Daegu,12/4/2019,4.8,0.5,10.2,58.5
22931,13000,Gwangju,12/4/2019,6.1,2.3,11.2,65.9
22932,14000,Incheon,12/4/2019,2.5,-1,7.1,50.3
22933,15000,Daejeon,12/4/2019,5.7,1.4,10.5,63.1
22934,16000,Ulsan,12/4/2019,5,1.3,9.7,54.3
22935,20000,Gyeonggi-do,12/4/2019,2.6,-1.7,8.2,77
22936,30000,Gangwon-do,12/4/2019,4.3,-1.2,8.8,46.3
22937,40000,Chungcheongbuk-do,12/4/2019,2.6,-1.1,7.7,74.4
22938,41000,Chungcheongnam-do,12/4/2019,4.4,0.5,9.8,75.4
22939,50000,Jeollabuk-do,12/4/2019,5.9,2.5,10.6,59.5
22940,51000,Jeollanam-do,12/4/2019,7.7,4.1,12.7,53.8
22941,60000,Gyeongsangbuk-do,12/4/2019,5.1,0.5,9.8,53.4
22942,61000,Gyeongsangnam-do,12/4/2019,6,0.8,10.7,49
22943,70000,Jeju-do,12/4/2019,11.3,10,14.1,51.9
22944,10000,Seoul,12/5/2019,-4.4,-8.5,-0.2,31.9
22945,11000,Busan,12/5/2019,4.6,0,9.6,39.3
22946,12000,Daegu,12/5/2019,2,-3,5.9,41
22947,13000,Gwangju,12/5/2019,2.5,-1.7,5.9,56.6
22948,14000,Incheon,12/5/2019,-4.3,-8.3,0,41.9
22949,15000,Daejeon,12/5/2019,-0.6,-5.5,4,51.4
22950,16000,Ulsan,12/5/2019,3,-2.1,6.8,42.1
22951,20000,Gyeonggi-do,12/5/2019,-3.2,-7.9,1.3,53.6
22952,30000,Gangwon-do,12/5/2019,1.1,-3.8,5.4,25.4
22953,40000,Chungcheongbuk-do,12/5/2019,-2.5,-6.5,2.4,49.3
22954,41000,Chungcheongnam-do,12/5/2019,-1.3,-5.1,3.3,51.5
22955,50000,Jeollabuk-do,12/5/2019,0.9,-4,5.4,52.8
22956,51000,Jeollanam-do,12/5/2019,4.6,-0.4,9.6,49.3
22957,60000,Gyeongsangbuk-do,12/5/2019,1.3,-2.8,5.7,40.1
22958,61000,Gyeongsangnam-do,12/5/2019,3.4,-2,8,39.3
22959,70000,Jeju-do,12/5/2019,8.7,5.7,11.5,54.3
22960,10000,Seoul,12/6/2019,-5.9,-10.6,-1,34.5
22961,11000,Busan,12/6/2019,0.2,-2.8,4.7,25.8
22962,12000,Daegu,12/6/2019,-1.4,-5.9,3.6,31
22963,13000,Gwangju,12/6/2019,-1.2,-4.9,3.7,37.3
22964,14000,Incheon,12/6/2019,-5.1,-9,-1.5,43
22965,15000,Daejeon,12/6/2019,-4.4,-9.6,1.9,50
22966,16000,Ulsan,12/6/2019,-1.5,-5.2,4.1,30.6
22967,20000,Gyeonggi-do,12/6/2019,-5.6,-10.8,-0.4,59.4
22968,30000,Gangwon-do,12/6/2019,0.3,-4.2,6.2,23.1
22969,40000,Chungcheongbuk-do,12/6/2019,-7.2,-11.7,-0.7,60
22970,41000,Chungcheongnam-do,12/6/2019,-4.3,-8.3,1.3,58.4
22971,50000,Jeollabuk-do,12/6/2019,-3.2,-7.5,1.5,50.1
22972,51000,Jeollanam-do,12/6/2019,0.3,-2.7,3.9,38.6
22973,60000,Gyeongsangbuk-do,12/6/2019,-1,-5.4,4,28.9
22974,61000,Gyeongsangnam-do,12/6/2019,-1.1,-4.5,2.9,25.9
22975,70000,Jeju-do,12/6/2019,4.2,3.2,5.8,56.4
22976,10000,Seoul,12/7/2019,-2.4,-5.5,1.2,65
22977,11000,Busan,12/7/2019,3.6,-2.2,9.7,40
22978,12000,Daegu,12/7/2019,2.4,-4.9,7.9,47.9
22979,13000,Gwangju,12/7/2019,2.8,-4,8.6,47.8
22980,14000,Incheon,12/7/2019,0.1,-4.1,4.6,67.9
22981,15000,Daejeon,12/7/2019,-0.1,-7.2,6.6,67.9
22982,16000,Ulsan,12/7/2019,2.6,-4.1,8.2,48.1
22983,20000,Gyeonggi-do,12/7/2019,-1.7,-6.3,2.9,76.3
22984,30000,Gangwon-do,12/7/2019,3.3,-0.5,7.7,46.4
22985,40000,Chungcheongbuk-do,12/7/2019,-4,-9.9,0.2,75.3
